teamId	userId	isAssistantCoach	hasBeenHonored
56	125	FALSE	FALSE
30	126	TRUE	FALSE
92	126	TRUE	FALSE
6	128	FALSE	FALSE
25	128	FALSE	FALSE
4	131	TRUE	FALSE
23	131	TRUE	FALSE
96	132	TRUE	FALSE
54	133	FALSE	FALSE
82	133	FALSE	FALSE
44	135	TRUE	FALSE
96	137	FALSE	FALSE
3	143	TRUE	FALSE
87	144	TRUE	FALSE
80	147	FALSE	FALSE
36	148	TRUE	TRUE
25	150	TRUE	FALSE
76	156	FALSE	FALSE
79	157	FALSE	FALSE
40	159	TRUE	FALSE
99	162	TRUE	TRUE
89	163	TRUE	FALSE
46	166	FALSE	FALSE
96	168	FALSE	FALSE
35	169	TRUE	FALSE
70	169	FALSE	FALSE
97	169	TRUE	TRUE
44	171	TRUE	FALSE
16	175	FALSE	FALSE
49	178	FALSE	FALSE
99	182	FALSE	FALSE
14	183	TRUE	FALSE
88	183	FALSE	TRUE
76	184	FALSE	FALSE
3	186	TRUE	FALSE
63	189	FALSE	FALSE
34	190	FALSE	FALSE
55	190	FALSE	TRUE
81	194	FALSE	FALSE
2	197	TRUE	FALSE
24	200	FALSE	FALSE
13	202	TRUE	FALSE
35	207	TRUE	FALSE
7	208	FALSE	FALSE
63	208	FALSE	FALSE
6	209	TRUE	TRUE
5	214	FALSE	FALSE
93	214	TRUE	FALSE
26	217	FALSE	FALSE
27	218	TRUE	FALSE
79	219	TRUE	FALSE
4	220	TRUE	FALSE
22	221	FALSE	FALSE
8	225	FALSE	FALSE
23	225	TRUE	FALSE
53	228	TRUE	TRUE
81	228	FALSE	FALSE
47	230	FALSE	FALSE
18	232	TRUE	FALSE
63	233	TRUE	FALSE
56	235	FALSE	FALSE
78	236	TRUE	FALSE
85	236	TRUE	TRUE
40	238	FALSE	FALSE
98	238	TRUE	FALSE
95	240	TRUE	FALSE
71	246	FALSE	FALSE
22	247	FALSE	FALSE
60	249	TRUE	FALSE
6	252	TRUE	FALSE
9	252	FALSE	TRUE
74	253	FALSE	FALSE
66	254	FALSE	FALSE
84	254	TRUE	FALSE
72	257	FALSE	FALSE
96	258	FALSE	FALSE
64	263	FALSE	FALSE
99	264	TRUE	FALSE
11	268	FALSE	TRUE
63	271	FALSE	FALSE
68	271	TRUE	FALSE
57	274	FALSE	FALSE
49	276	FALSE	FALSE
77	276	TRUE	FALSE
80	276	TRUE	FALSE
12	277	FALSE	FALSE
56	277	FALSE	FALSE
24	279	TRUE	FALSE
34	279	TRUE	FALSE
52	282	FALSE	FALSE
18	292	TRUE	FALSE
100	292	TRUE	FALSE
23	293	TRUE	FALSE
89	294	FALSE	FALSE
63	295	TRUE	FALSE
95	297	FALSE	FALSE
88	301	TRUE	FALSE
20	302	TRUE	FALSE
67	303	FALSE	FALSE
71	305	FALSE	FALSE
40	307	TRUE	FALSE
52	311	FALSE	FALSE
38	312	FALSE	FALSE
78	313	FALSE	FALSE
40	315	TRUE	FALSE
79	319	FALSE	FALSE
39	320	FALSE	FALSE
56	320	TRUE	TRUE
53	323	FALSE	FALSE
26	325	FALSE	FALSE
99	327	FALSE	FALSE
97	329	TRUE	FALSE
63	330	TRUE	TRUE
68	331	FALSE	FALSE
23	333	TRUE	FALSE
58	334	FALSE	FALSE
33	338	FALSE	FALSE
74	338	FALSE	FALSE
2	340	FALSE	FALSE
92	340	TRUE	FALSE
17	343	TRUE	FALSE
22	345	FALSE	FALSE
10	350	TRUE	FALSE
48	354	FALSE	FALSE
98	357	TRUE	FALSE
66	364	FALSE	FALSE
39	366	TRUE	FALSE
13	368	TRUE	FALSE
89	368	FALSE	FALSE
63	373	FALSE	FALSE
82	373	FALSE	FALSE
82	377	TRUE	FALSE
84	380	TRUE	TRUE
24	382	FALSE	FALSE
71	386	TRUE	FALSE
58	388	FALSE	FALSE
37	390	FALSE	FALSE
46	392	FALSE	FALSE
5	395	FALSE	FALSE
79	395	TRUE	FALSE
86	398	FALSE	FALSE
97	401	TRUE	FALSE
27	405	TRUE	FALSE
98	406	FALSE	FALSE
22	407	FALSE	FALSE
35	410	TRUE	FALSE
49	411	FALSE	FALSE
43	412	FALSE	FALSE
15	413	TRUE	FALSE
46	415	FALSE	FALSE
4	418	TRUE	FALSE
2	421	FALSE	FALSE
94	421	TRUE	FALSE
91	423	FALSE	FALSE
94	423	FALSE	FALSE
5	427	TRUE	FALSE
59	433	TRUE	FALSE
26	435	TRUE	FALSE
53	436	TRUE	FALSE
4	437	FALSE	FALSE
68	437	FALSE	FALSE
41	440	FALSE	FALSE
3	442	FALSE	FALSE
80	442	FALSE	TRUE
29	443	FALSE	FALSE
63	446	TRUE	TRUE
14	447	FALSE	FALSE
99	447	FALSE	FALSE
19	452	TRUE	FALSE
45	453	FALSE	FALSE
87	454	TRUE	FALSE
41	456	FALSE	FALSE
13	458	TRUE	FALSE
89	467	TRUE	TRUE
73	471	FALSE	FALSE
64	473	TRUE	FALSE
96	473	TRUE	FALSE
10	474	TRUE	FALSE
66	477	TRUE	FALSE
62	478	FALSE	FALSE
58	479	TRUE	FALSE
69	481	TRUE	FALSE
9	482	TRUE	FALSE
27	488	TRUE	FALSE
75	488	TRUE	FALSE
55	492	TRUE	FALSE
82	492	FALSE	FALSE
47	495	FALSE	FALSE
61	495	TRUE	FALSE
63	499	FALSE	FALSE
91	500	FALSE	FALSE
12	503	TRUE	FALSE
14	503	FALSE	FALSE
22	505	FALSE	FALSE
87	505	FALSE	FALSE
15	508	FALSE	FALSE
37	508	FALSE	FALSE
14	510	FALSE	FALSE
58	513	FALSE	TRUE
47	516	TRUE	FALSE
90	520	TRUE	FALSE
50	521	FALSE	FALSE
16	522	FALSE	FALSE
44	523	TRUE	FALSE
66	525	TRUE	FALSE
29	527	TRUE	FALSE
36	527	FALSE	FALSE
84	531	TRUE	FALSE
95	531	TRUE	TRUE
22	533	TRUE	FALSE
26	533	FALSE	FALSE
92	537	FALSE	FALSE
85	542	FALSE	FALSE
87	546	TRUE	FALSE
91	549	TRUE	FALSE
48	552	TRUE	FALSE
53	552	TRUE	FALSE
69	552	FALSE	FALSE
45	557	TRUE	FALSE
58	557	FALSE	FALSE
31	559	FALSE	FALSE
49	559	TRUE	FALSE
20	561	FALSE	FALSE
10	562	TRUE	FALSE
10	564	FALSE	FALSE
52	564	FALSE	FALSE
71	565	TRUE	FALSE
37	568	FALSE	FALSE
42	568	FALSE	FALSE
62	575	FALSE	FALSE
66	575	TRUE	FALSE
73	577	TRUE	FALSE
34	580	TRUE	TRUE
68	580	FALSE	TRUE
51	583	TRUE	FALSE
17	586	FALSE	FALSE
28	597	TRUE	FALSE
35	598	TRUE	FALSE
4	599	TRUE	FALSE
100	599	FALSE	FALSE
81	604	TRUE	FALSE
74	606	FALSE	FALSE
63	607	FALSE	FALSE
7	609	TRUE	FALSE
11	611	TRUE	FALSE
12	615	TRUE	FALSE
20	616	TRUE	FALSE
69	616	FALSE	FALSE
46	619	TRUE	FALSE
1	621	TRUE	FALSE
31	625	TRUE	FALSE
91	627	TRUE	FALSE
33	629	TRUE	FALSE
66	629	FALSE	FALSE
64	632	FALSE	FALSE
49	634	TRUE	FALSE
6	637	TRUE	FALSE
53	637	FALSE	FALSE
34	641	TRUE	FALSE
88	643	FALSE	FALSE
16	645	FALSE	FALSE
46	645	TRUE	FALSE
37	646	FALSE	FALSE
85	646	TRUE	TRUE
96	646	FALSE	FALSE
34	648	TRUE	FALSE
12	653	TRUE	FALSE
8	654	TRUE	TRUE
61	656	TRUE	FALSE
98	658	FALSE	FALSE
55	659	TRUE	FALSE
94	659	FALSE	FALSE
57	660	FALSE	FALSE
62	660	TRUE	FALSE
91	664	FALSE	FALSE
76	666	FALSE	FALSE
89	666	FALSE	FALSE
90	667	TRUE	FALSE
47	673	FALSE	FALSE
54	673	TRUE	FALSE
81	679	TRUE	FALSE
5	681	FALSE	FALSE
23	682	FALSE	FALSE
10	688	TRUE	FALSE
73	689	TRUE	FALSE
5	690	FALSE	FALSE
64	690	FALSE	FALSE
99	691	FALSE	FALSE
44	692	FALSE	FALSE
94	692	TRUE	FALSE
99	692	FALSE	FALSE
17	694	FALSE	FALSE
86	694	TRUE	FALSE
59	696	FALSE	FALSE
99	699	TRUE	FALSE
76	703	TRUE	FALSE
68	707	TRUE	FALSE
35	708	TRUE	FALSE
37	709	TRUE	FALSE
4	716	FALSE	FALSE
94	717	FALSE	FALSE
68	726	TRUE	FALSE
48	729	TRUE	FALSE
87	734	FALSE	TRUE
43	736	TRUE	FALSE
84	736	FALSE	FALSE
63	739	TRUE	FALSE
60	741	TRUE	TRUE
44	742	FALSE	FALSE
39	743	TRUE	FALSE
27	744	FALSE	FALSE
89	745	TRUE	FALSE
79	746	FALSE	FALSE
55	748	FALSE	TRUE
21	755	FALSE	FALSE
46	756	TRUE	FALSE
13	757	FALSE	FALSE
25	757	FALSE	FALSE
8	759	FALSE	FALSE
9	760	FALSE	FALSE
66	762	TRUE	FALSE
30	763	FALSE	FALSE
91	764	FALSE	FALSE
27	769	TRUE	FALSE
10	772	TRUE	FALSE
61	773	FALSE	FALSE
13	776	TRUE	FALSE
29	776	TRUE	FALSE
43	776	TRUE	FALSE
82	777	TRUE	FALSE
47	778	FALSE	FALSE
44	779	TRUE	FALSE
24	780	FALSE	FALSE
37	785	TRUE	FALSE
61	788	TRUE	FALSE
23	791	FALSE	FALSE
77	791	TRUE	FALSE
49	795	FALSE	FALSE
74	800	TRUE	FALSE
16	802	TRUE	FALSE
25	802	FALSE	FALSE
7	803	TRUE	FALSE
34	806	FALSE	FALSE
46	806	TRUE	FALSE
84	807	FALSE	FALSE
81	808	FALSE	TRUE
84	808	FALSE	FALSE
25	813	TRUE	FALSE
70	814	TRUE	TRUE
15	817	TRUE	FALSE
82	819	FALSE	FALSE
46	823	FALSE	FALSE
8	829	FALSE	FALSE
22	830	FALSE	FALSE
61	830	TRUE	FALSE
79	830	TRUE	TRUE
36	834	TRUE	FALSE
70	834	FALSE	FALSE
76	836	FALSE	FALSE
15	837	FALSE	TRUE
65	837	FALSE	FALSE
98	838	FALSE	FALSE
80	841	TRUE	TRUE
93	841	TRUE	FALSE
51	842	TRUE	FALSE
87	842	TRUE	FALSE
2	850	FALSE	FALSE
78	851	TRUE	FALSE
21	854	FALSE	FALSE
26	854	FALSE	FALSE
6	856	TRUE	FALSE
37	856	FALSE	FALSE
98	856	TRUE	FALSE
57	857	FALSE	FALSE
86	857	TRUE	FALSE
7	861	FALSE	FALSE
60	864	TRUE	FALSE
77	867	FALSE	FALSE
44	877	TRUE	FALSE
31	878	TRUE	FALSE
98	881	FALSE	FALSE
52	883	TRUE	TRUE
95	883	TRUE	FALSE
13	884	TRUE	FALSE
62	885	TRUE	FALSE
69	888	TRUE	FALSE
80	893	FALSE	FALSE
20	897	TRUE	FALSE
34	898	TRUE	TRUE
100	901	TRUE	FALSE
7	905	FALSE	FALSE
56	905	FALSE	FALSE
75	909	FALSE	FALSE
13	910	TRUE	TRUE
99	910	FALSE	FALSE
59	911	TRUE	FALSE
80	911	TRUE	FALSE
93	913	FALSE	FALSE
17	919	FALSE	FALSE
68	920	TRUE	FALSE
96	923	FALSE	FALSE
88	934	TRUE	FALSE
23	935	FALSE	FALSE
84	938	TRUE	FALSE
33	939	FALSE	FALSE
81	939	FALSE	FALSE
89	946	FALSE	FALSE
55	951	TRUE	FALSE
20	952	TRUE	FALSE
29	954	FALSE	FALSE
10	955	TRUE	FALSE
83	955	TRUE	FALSE
96	961	TRUE	FALSE
47	966	TRUE	FALSE
96	968	TRUE	FALSE
53	972	FALSE	FALSE
97	973	TRUE	FALSE
63	974	FALSE	FALSE
74	982	FALSE	TRUE
99	982	TRUE	FALSE
59	983	FALSE	FALSE
18	984	TRUE	FALSE
56	988	FALSE	FALSE
69	988	TRUE	TRUE
70	989	FALSE	FALSE
77	991	FALSE	FALSE
84	991	FALSE	TRUE
60	992	FALSE	FALSE
66	994	FALSE	FALSE
18	1000	FALSE	FALSE
